avdet_avasy_0001|Bilesiñmi, – dedi yavaştan babam, – evelleri bizde bir adet bar edi – Vatan avasına oynamaq adeti.|Bilesiñmi, – dedi yavaştan babam, – evelleri bizde bir adet bar edi – Vatan avasına oynamaq adeti.
avdet_avasy_0031|Adamlar biriniñ ketmesine yardım eteler. Olar Vatannıñ terk etilmesine para toplaylar! İhtiyar adamlar, çoq balalı qorantalar…|Adamlar biriniñ ketmesine yardım eteler. Olar Vatannıñ terk etilmesine para toplaylar! İhtiyar adamlar, çoq balalı qorantalar…
avdet_avasy_0032|Nedir bu? Buña yürek nasıl çıdaycaq? Ya Vatan kimge qalacaq?|Nedir bu? Buña yürek nasıl çıdaycaq? Ya Vatan kimge qalacaq?
avdet_avasy_0033|Olar ketseler, bu yarımada kimge qalacaq? Qızım, olar büyük ihtimalnen qaytmazlar, añlaysıñmı?|Olar ketseler, bu yarımada kimge qalacaq? Qızım, olar büyük ihtimalnen qaytmazlar, añlaysıñmı?
avdet_avasy_0034|Episi olmasa, çoqusı qaytmaz. Ğurbet yollarında coyulırlar. Epimiz tarihnı bilemiz.|Episi olmasa, çoqusı qaytmaz. Ğurbet yollarında coyulırlar. Epimiz tarihnı bilemiz.
avdet_avasy_0035|Soñra sözde Vatan qalsa, şükürler etermiz. Babam sustı.|Soñra sözde Vatan qalsa, şükürler etermiz. Babam sustı.
avdet_avasy_0036|Bu mevzu onıñ yüregini parçalap taşlağanını yahşı añlayım. – Mında qalğanlar añlamay eken. Mında qalğanlar başqa tarafnı tuta ekenler. Ne eken?|Bu mevzu onıñ yüregini parçalap taşlağanını yahşı añlayım. – Mında qalğanlar añlamay eken. Mında qalğanlar başqa tarafnı tuta ekenler. Ne eken?
avdet_avasy_0037|Men insaniyetlik tarafını tutam! Qırımtatarcılıq tarafını tutam!|Men insaniyetlik tarafını tutam! Qırımtatarcılıq tarafını tutam!
avdet_avasy_0038|Men bu yerniñ saibi olam, kelmeşekler degil. Kim olsa olsun!|Men bu yerniñ saibi olam, kelmeşekler degil. Kim olsa olsun!
avdet_avasy_0039|Babamnıñ er bir sözü yüregimniñ divarlarına ağır taşlarnıñ urulmasınen seslene edi. – Olmaz, qızım, añlaysıñmı?|Babamnıñ er bir sözü yüregimniñ divarlarına ağır taşlarnıñ urulmasınen seslene edi. – Olmaz, qızım, añlaysıñmı?
avdet_avasy_0040|Olmaz. Şimdi episi coşıp mından ketse, bütün avdet yolu boşuna, Qırım qırımtatarsız qalsa, adımızdan ne fayda?|Olmaz. Şimdi episi coşıp mından ketse, bütün avdet yolu boşuna, Qırım qırımtatarsız qalsa, adımızdan ne fayda?
avdet_avasy_0041|Soñ farqı olmaz, qırımlımı qırımtatarmı, evsiz öksüzler, kibi olacaqmız.|Soñ farqı olmaz, qırımlımı qırımtatarmı, evsiz öksüzler, kibi olacaqmız.
avdet_avasy_0042|Babam yandı. Aytqanından, sesinden belli – yandı.|Babam yandı. Aytqanından, sesinden belli – yandı.
avdet_avasy_0044|Tek bir şeyni bilem: Qırım qırımtatarlarnen yaraşır, qırımtatar da Qırımnen!|Tek bir şeyni bilem: Qırım qırımtatarlarnen yaraşır, qırımtatar da Qırımnen!
avdet_avasy_0045|Bir qaç kün keçmey, babam insult keçirdi. Epimiz duacımız, babam.|Bir qaç kün keçmey, babam insult keçirdi. Epimiz duacımız, babam.
avdet_avasy_0046|Allah qısmet etsin, yaqın zamanda Qırım kene qırımtatarlarnen yaraştırılsın.|Allah qısmet etsin, yaqın zamanda Qırım kene qırımtatarlarnen yaraştırılsın.
bashyn__sag__olsun_0002|Meselâ, sen ötmekniñ üstüne tek yağ degil de, qaşqaval da qoymaq isteseñ, biraz atikçe, bazı yerde ise arsız olmaq kereksiñ.|Meselâ, sen ötmekniñ üstüne tek yağ degil de, qaşqaval da qoymaq isteseñ, biraz atikçe, bazı yerde ise arsız olmaq kereksiñ.
bashyn__sag__olsun_0003|Vaziyetke köre elbet. "Arsızlıq ekinci bahttır", – dep nafile aytmadılar! – külip başladı Aleksey Stepanoviç.|Vaziyetke köre elbet. "Arsızlıq ekinci bahttır", – dep nafile aytmadılar! – külip başladı Aleksey Stepanoviç.
bashyn__sag__olsun_0004|Onıñ tebessümi daima olğanı kibi aynecilik, közleri ise oq çalmaqnen tolu edi.|Onıñ tebessümi daima olğanı kibi aynecilik, közleri ise oq çalmaqnen tolu edi.
bashyn__sag__olsun_0005|Qarşıdaki genç qız Katâ susıp otura edi. O, tek yaqında işke kirgeni içün, munaqaşalarğa kirişmege istemedi.|Qarşıdaki genç qız Katâ susıp otura edi. O, tek yaqında işke kirgeni içün, munaqaşalarğa kirişmege istemedi.
bashyn__sag__olsun_0006|Tıb köllecini bitirgen soñ, çoq vaqıt özüne iş tapıp olamağan. Aleksey Stepanoviçniñ közüne teren nefes alıp baqtı.|Tıb köllecini bitirgen soñ, çoq vaqıt özüne iş tapıp olamağan. Aleksey Stepanoviçniñ közüne teren nefes alıp baqtı.
bashyn__sag__olsun_0007|İndemedi. Evde onı üç yaşındaki oğlu bekley edi. Em balası, em kendisi kene aç qalacaqlarını istemedi.|İndemedi. Evde onı üç yaşındaki oğlu bekley edi. Em balası, em kendisi kene aç qalacaqlarını istemedi.
bashyn__sag__olsun_0008|Arıq ve uzun boylu qız defterine baqıp, bir şeyler yazıp başladı.|Arıq ve uzun boylu qız defterine baqıp, bir şeyler yazıp başladı.
bashyn__sag__olsun_0009|Aleksey Stepanoviç sözüni devam etecek edi, amma Katâ pervasızlıq köstergenini körip, toqtadı.|Aleksey Stepanoviç sözüni devam etecek edi, amma Katâ pervasızlıq köstergenini körip, toqtadı.
bashyn__sag__olsun_0010|Şu vaqıt onıñ telefonına mesac keldi. Hastahanege yañı hastanı ketirdiler.|Şu vaqıt onıñ telefonına mesac keldi. Hastahanege yañı hastanı ketirdiler.
bashyn__sag__olsun_0011|Ekim turdı ve aşıqmayıp halatını tüzetip başladı. Balaban ve şişman vucudı tıb urbası içinde daa çoq ayırılmaqta edi, qara ve bürüşken betini qapığa çevirdi:|Ekim turdı ve aşıqmayıp halatını tüzetip başladı. Balaban ve şişman vucudı tıb urbası içinde daa çoq ayırılmaqta edi, qara ve bürüşken betini qapığa çevirdi:
bashyn__sag__olsun_0012|– Aydı, Katenka, meni diñlemege istemeseñ, kettik biraz çalışayıq, üyle yemegine para|– Aydı, Katenka, meni diñlemege istemeseñ, kettik biraz çalışayıq, üyle yemegine para
bashyn__sag__olsun_0013|qazanırmız, sen yañı kelgen hastanı qayd et, men saba baquvını başlarım, – dep odadan çıqtı.|qazanırmız, sen yañı kelgen hastanı qayd et, men saba baquvını başlarım, – dep odadan çıqtı.
bashyn__sag__olsun_0014|Emşire Katânı mezkür ekimge bağladılar, onıñ işine baqıp ögrenmek kerek edi. Qız defterini alıp, koridorğa çıqtı.|Emşire Katânı mezkür ekimge bağladılar, onıñ işine baqıp ögrenmek kerek edi. Qız defterini alıp, koridorğa çıqtı.
bashyn__sag__olsun_0015|Koridor rıh-marıh adamlarnen tolğan. Bese-belli bir şey olğan.|Koridor rıh-marıh adamlarnen tolğan. Bese-belli bir şey olğan.
bashyn__sag__olsun_0016|Katâ arı yuvasına kirip ketkeni kibi, ne olğanını añlamağa tırıştı. – Onı araba türtti!|Katâ arı yuvasına kirip ketkeni kibi, ne olğanını añlamağa tırıştı. – Onı araba türtti!
bashyn__sag__olsun_0017|– Yoq, o özü yıqılıp qaldı! – Mence, onı urıp taşladılar! – Toqtañız, toqtañız!|– Yoq, o özü yıqılıp qaldı! – Mence, onı urıp taşladılar! – Toqtañız, toqtañız!
bashyn__sag__olsun_0018|– dep başladı Katâ. – Sizden biriñiz añlatsın, ne oldı, ne içün bu qadar şamata. – Biz soqaqta oğlançıqnı taptıq.|– dep başladı Katâ. – Sizden biriñiz añlatsın, ne oldı, ne içün bu qadar şamata. – Biz soqaqta oğlançıqnı taptıq.
bashyn__sag__olsun_0019|O, yolnıñ kenarında yata edi. Anda qaydan peyda oldı tam olaraq kimse aytıp olamay.|O, yolnıñ kenarında yata edi. Anda qaydan peyda oldı tam olaraq kimse aytıp olamay.
bashyn__sag__olsun_0020|Amma sabiyçik pek yaramadı, ne ağzını açtı, ne de közlerini, bayılğan alda onı mında ketirdik. – Añlaşıldı.|Amma sabiyçik pek yaramadı, ne ağzını açtı, ne de közlerini, bayılğan alda onı mında ketirdik. – Añlaşıldı.
bashyn__sag__olsun_0021|Balanıñ yanında bir de bir vesiqalar bar edimi? – Yoq, telefonı da yoq edi.|Balanıñ yanında bir de bir vesiqalar bar edimi? – Yoq, telefonı da yoq edi.
bashyn__sag__olsun_0022|– Aytam sizge, onı aydutlar tutıp, köteklegen, belki de telefonını alıp qaçqanlar!|– Aytam sizge, onı aydutlar tutıp, köteklegen, belki de telefonını alıp qaçqanlar!
bashyn__sag__olsun_0023|– Aydı, biz oğlançıqqa yardım etermiz, qalğanını polis hadimleri baqsın, – dep yaş emşire adamlar arasından çıqmağa aşıqtı.|– Aydı, biz oğlançıqqa yardım etermiz, qalğanını polis hadimleri baqsın, – dep yaş emşire adamlar arasından çıqmağa aşıqtı.
bashyn__sag__olsun_0024|O, koridornıñ başqa çetinde ekimni körip, tez-tez oña aşıqtı. – Aleksey Stepanoviç! Aleksey Stepanoviç, toqtañız!|O, koridornıñ başqa çetinde ekimni körip, tez-tez oña aşıqtı. – Aleksey Stepanoviç! Aleksey Stepanoviç, toqtañız!
bashyn__sag__olsun_0025|Endi kelgen balaçıqnen ne yapacaqmız? Oña acele yardım kerek... Katâ birer-birer bütün duyğanlarını ekimge añlattı.|Endi kelgen balaçıqnen ne yapacaqmız? Oña acele yardım kerek... Katâ birer-birer bütün duyğanlarını ekimge añlattı.
bashyn__sag__olsun_0026|Sesinde eyecan duyula edi. Özü de qaltırap başlağan, bese-belli sabiy hasta içün pek qasevetlendi. – Şimdilik onı mahsus palatağa yerleştiriñiz.|Sesinde eyecan duyula edi. Özü de qaltırap başlağan, bese-belli sabiy hasta içün pek qasevetlendi. – Şimdilik onı mahsus palatağa yerleştiriñiz.
bashyn__sag__olsun_0027|Kapelnitsa qoyıñız. Politsiyağa men özüm haber eterim. – Belki de onı baqıp acele ameliyatqa qoymaq kerekmiz?|Kapelnitsa qoyıñız. Politsiyağa men özüm haber eterim. – Belki de onı baqıp acele ameliyatqa qoymaq kerekmiz?
bashyn__sag__olsun_0028|– Aşıqma, qız, biraz bekle, menim aytqanımnı yap.|– Aşıqma, qız, biraz bekle, menim aytqanımnı yap.
bashyn__sag__olsun_0029|Şimdi ise altıncı palatağa kir, bizim sevgili hastamız kene baş ağrılarına şikâyet ete. Onı tekrar MRT-ge yollayıq.|Şimdi ise altıncı palatağa kir, bizim sevgili hastamız kene baş ağrılarına şikâyet ete. Onı tekrar MRT-ge yollayıq.
bashyn__sag__olsun_0030|Katâ başınen işmar etti ve alınğan emirni kerçekleştirmege aşıqtı.|Katâ başınen işmar etti ve alınğan emirni kerçekleştirmege aşıqtı.
bashyn__sag__olsun_0031|Aleksey Stepanoviç tıbbiyette çoq yıllar olğanı içün, özüni kerçek mütehassıs dep saya edi.|Aleksey Stepanoviç tıbbiyette çoq yıllar olğanı içün, özüni kerçek mütehassıs dep saya edi.
bashyn__sag__olsun_0032|Amma onıñ hastaları esasen paralı adamlar olğanı da sır degil edi.|Amma onıñ hastaları esasen paralı adamlar olğanı da sır degil edi.
bashyn__sag__olsun_0033|Para delisi, açköz ekim işini yahşı yapsa da, ayırı bir ‘teşekkürsiz’ çalışmay edi.|Para delisi, açköz ekim işini yahşı yapsa da, ayırı bir ‘teşekkürsiz’ çalışmay edi.
bashyn__sag__olsun_0034|Hastahaneniñ hadimleri de Aleksey Stepanoviçni sevmegenler. Onıñ mında peyda oluvı ğayet şübeli edi.|Hastahaneniñ hadimleri de Aleksey Stepanoviçni sevmegenler. Onıñ mında peyda oluvı ğayet şübeli edi.
bashyn__sag__olsun_0035|Hadimler arasında öşek qaynatqanda, ekim ükümette büyük bağları olğanı içün, özüne yahşı bir|Hadimler arasında öşek qaynatqanda, ekim ükümette büyük bağları olğanı içün, özüne yahşı bir
bashyn__sag__olsun_0036|çalışma yerini ayırğan ve başqalarğa köre yüksek maaşnıñ saibi olğan ekenini ayta ediler.|çalışma yerini ayırğan ve başqalarğa köre yüksek maaşnıñ saibi olğan ekenini ayta ediler.
bashyn__sag__olsun_0037|Hastahanede saba olğan ses-şamata toqtadı, balanı ketirgen adamlar dağılğan ve körünişçe er şey adetteki kibi ketmekte edi.|Hastahanede saba olğan ses-şamata toqtadı, balanı ketirgen adamlar dağılğan ve körünişçe er şey adetteki kibi ketmekte edi.
bashyn__sag__olsun_0038|Öz vazifesini bitirgen Katâ, hasta oğlançıqnıñ palatasına kirdi.|Öz vazifesini bitirgen Katâ, hasta oğlançıqnıñ palatasına kirdi.
bashyn__sag__olsun_0039|Bom-boş ve renksiz odada bu sabiy daa da ğarip körüne edi.|Bom-boş ve renksiz odada bu sabiy daa da ğarip körüne edi.
bashyn__sag__olsun_0040|O alâ daa özüne kelmegen, Katâ yavaştan yanına bardı.|O alâ daa özüne kelmegen, Katâ yavaştan yanına bardı.
bashyn__sag__olsun_0041|Qaşları qalem, kirpikleri uzun, burnu tüz, dudaqları al, tıpqı resimdeki kibi, dülber oğlançıq edi.|Qaşları qalem, kirpikleri uzun, burnu tüz, dudaqları al, tıpqı resimdeki kibi, dülber oğlançıq edi.
bashyn__sag__olsun_0042|Emşire diqqatnen urbası, elleri ve ayaqlarına baqtı. Yoq, o, evsiz-barqsız balağa iç te oşamay.|Emşire diqqatnen urbası, elleri ve ayaqlarına baqtı. Yoq, o, evsiz-barqsız balağa iç te oşamay.
bashyn__sag__olsun_0043|Urbası tertipte, elleri temiz, ayaqqabı teriden işlengen.|Urbası tertipte, elleri temiz, ayaqqabı teriden işlengen.
bashyn__sag__olsun_0044|Onı köteklegen olsalar, urbası yırtıq olur edi, demek araba qaqqan olsa kerek, – dep öz-özüne tüşündi Katâ.|Onı köteklegen olsalar, urbası yırtıq olur edi, demek araba qaqqan olsa kerek, – dep öz-özüne tüşündi Katâ.
bashyn__sag__olsun_0045|Barıp Aleksey Stepanoviçni aşıqtırayım – sözlerinen ekimniñ odasına çaptı.|Barıp Aleksey Stepanoviçni aşıqtırayım – sözlerinen ekimniñ odasına çaptı.
bashyn__sag__olsun_0046|– Ocam, siz hastalar baquvını bitirdiñizmi? – dep başladı qız, odağa kirgeninen. – Yavaş ol, Katenka, masadan vesiqalarımnı uçurttıñ.|– Ocam, siz hastalar baquvını bitirdiñizmi? – dep başladı qız, odağa kirgeninen. – Yavaş ol, Katenka, masadan vesiqalarımnı uçurttıñ.
bashyn__sag__olsun_0047|Sakin ol, teren nefes alıp, yavaştan ne istegeniñni ayt. – Ocam... o sabiy bala...|Sakin ol, teren nefes alıp, yavaştan ne istegeniñni ayt. – Ocam... o sabiy bala...
bashyn__sag__olsun_0048|onı tez-tez baqmaq kerekmiz, menimce, o qazağa oğradı, közüni açmay, apparatlarğa bağladım, basımı, yürek uruvları pek yüksek...|onı tez-tez baqmaq kerekmiz, menimce, o qazağa oğradı, közüni açmay, apparatlarğa bağladım, basımı, yürek uruvları pek yüksek...
bashyn__sag__olsun_0049|– Toqta, – dep kesti sözüni ekim, – kapelnitsanı qoydıñmı? – Qoydım…|– Toqta, – dep kesti sözüni ekim, – kapelnitsanı qoydıñmı? – Qoydım…
bashyn__sag__olsun_0050|– Yahşı, biz daa biraz bekleyik. – Neni, ocam, neni?|– Yahşı, biz daa biraz bekleyik. – Neni, ocam, neni?
bashyn__sag__olsun_0051|Biz oturıp, bir şey yapmasaq, onı coyarmız! – Bala körünişçe qaç yaşında? – Sekiz-on...|Biz oturıp, bir şey yapmasaq, onı coyarmız! – Bala körünişçe qaç yaşında? – Sekiz-on...
bashyn__sag__olsun_0052|ya ne? – Demek, onı ana-babası endi qıdırmaq kerek. Yaqınları tapılsa, soñ baqıp olurmız. – Aleksey Stepanoviç, siz ne aytasıñız?|ya ne? – Demek, onı ana-babası endi qıdırmaq kerek. Yaqınları tapılsa, soñ baqıp olurmız. – Aleksey Stepanoviç, siz ne aytasıñız?
bashyn__sag__olsun_0053|Onıñ canını qurtarmaq içün mıtlaq adını bilmek kerekmi? – Adı kerek degil, kadâm.|Onıñ canını qurtarmaq içün mıtlaq adını bilmek kerekmi? – Adı kerek degil, kadâm.
bashyn__sag__olsun_0054|Mında başqa mesele. Olar ameliyat içün para ödeceklerine emin olmaq kerekmiz, yoqsa öz cebimizden kapik çıqarırmız.|Mında başqa mesele. Olar ameliyat içün para ödeceklerine emin olmaq kerekmiz, yoqsa öz cebimizden kapik çıqarırmız.
bashyn__sag__olsun_0055|– Yapmañız lütfen! İnsannıñ canı paranen ölçenirmi? – Sen daa pek gençsiñ, menim yaşıma kelseñ, başqace laf etersiñ.|– Yapmañız lütfen! İnsannıñ canı paranen ölçenirmi? – Sen daa pek gençsiñ, menim yaşıma kelseñ, başqace laf etersiñ.
bashyn__sag__olsun_0056|Aydı, közleriñni tikletip turma, bar, işiñni baq. Katâ odadan çıqtı.|Aydı, közleriñni tikletip turma, bar, işiñni baq. Katâ odadan çıqtı.
bashyn__sag__olsun_0057|Barıp çalışacaq edi, amma dayanamadı. Kene sabiy yatqan palatağa çaptı.|Barıp çalışacaq edi, amma dayanamadı. Kene sabiy yatqan palatağa çaptı.
bashyn__sag__olsun_0058|Katâ kerçekten daa genç edi ve ekimlerge ait olğan sertlikke alışmağan. İşlerinde keder etken duyğularnı saqlamağa da daa ögrenmedi.|Katâ kerçekten daa genç edi ve ekimlerge ait olğan sertlikke alışmağan. İşlerinde keder etken duyğularnı saqlamağa da daa ögrenmedi.
bashyn__sag__olsun_0059|Palatada ise iç bir şey deñişmegen, oğlançıq can berecegi kibi yatmaqta edi. Beti de aq kesilgen.|Palatada ise iç bir şey deñişmegen, oğlançıq can berecegi kibi yatmaqta edi. Beti de aq kesilgen.
bashyn__sag__olsun_0060|Qız ekimniñ hancer sözlerini, sabiyniñ alı, öz oğlunı aqlına ketirdi. Yanına oturıp, elini aldı.|Qız ekimniñ hancer sözlerini, sabiyniñ alı, öz oğlunı aqlına ketirdi. Yanına oturıp, elini aldı.
bashyn__sag__olsun_0061|Bu daqqa balanıñ parmaqları qıbırdadı ve sabiy iñildedi. – Dayan, kiçkenem, dayan, – dep ağlamsırap başladı Katâ.|Bu daqqa balanıñ parmaqları qıbırdadı ve sabiy iñildedi. – Dayan, kiçkenem, dayan, – dep ağlamsırap başladı Katâ.
bashyn__sag__olsun_0062|Onıñ merametli yüregi bu adaletsizlikke pervasız qalamay edi. Apparatlarğa baqtı, bala ölümden bir adımda edi.|Onıñ merametli yüregi bu adaletsizlikke pervasız qalamay edi. Apparatlarğa baqtı, bala ölümden bir adımda edi.
bashyn__sag__olsun_0063|Sıçrap turdı, kene ekimge çaptı. – Ne olur, lütfen, ocam, balanı baqıñız, köstergiçler fena, öle yata!|Sıçrap turdı, kene ekimge çaptı. – Ne olur, lütfen, ocam, balanı baqıñız, köstergiçler fena, öle yata!
bashyn__sag__olsun_0064|Ekim telefonnı alıp, registraturağa telefon açtı: – Belgisiz hasta aqqında malümat peyda oldımı?|Ekim telefonnı alıp, registraturağa telefon açtı: – Belgisiz hasta aqqında malümat peyda oldımı?
bashyn__sag__olsun_0065|Ana-babası, yaqınları... qıdırğanlar oldımı? Yoq? Yahşı, sağ ol.|Ana-babası, yaqınları... qıdırğanlar oldımı? Yoq? Yahşı, sağ ol.
bashyn__sag__olsun_0066|Belli olsa, haber et. Aleksey Stepanoviç telefon trubkasını yavaştan qulağından alıp, yanaqqa|Belli olsa, haber et. Aleksey Stepanoviç telefon trubkasını yavaştan qulağından alıp, yanaqqa
bashyn__sag__olsun_0067|tüşürdi, bir qaç saniye sanki bir şey esaplağanı kibi nefes almay oturdı.|tüşürdi, bir qaç saniye sanki bir şey esaplağanı kibi nefes almay oturdı.
bashyn__sag__olsun_0068|Katâ deşet tolu közlerinen oña baqa edi. Ekim qararını aytsa, yüregi patlaycaq kibi tura edi.|Katâ deşet tolu közlerinen oña baqa edi. Ekim qararını aytsa, yüregi patlaycaq kibi tura edi.
bashyn__sag__olsun_0069|Birden oda sakinligi bozuldı. Qapı qaqıldı ve içerige daa bir emşire kirdi.|Birden oda sakinligi bozuldı. Qapı qaqıldı ve içerige daa bir emşire kirdi.
bashyn__sag__olsun_0070|– Aleksey Stepanoviç, yañı kelgen oğlançıq, can berdi, kirip qayd etmek kereksiñiz.|– Aleksey Stepanoviç, yañı kelgen oğlançıq, can berdi, kirip qayd etmek kereksiñiz.
